proj_x,proj_y,method,image_id,image_width,image_height,label_file,cluster_label
-50.076424,-16.569963,TSNE,coloured_noised_veigar_1_00061,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00061.txt,3
-49.476246,-16.423409,TSNE,coloured_noised_veigar_1_00062,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00062.txt,3
-48.46245,-16.07444,TSNE,coloured_noised_veigar_1_00063,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00063.txt,3
-47.7148,-16.483604,TSNE,coloured_noised_veigar_1_00064,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00064.txt,3
-47.281406,-16.555573,TSNE,coloured_noised_veigar_1_00065,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00065.txt,3
-46.399357,-16.40504,TSNE,coloured_noised_veigar_1_00066,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00066.txt,3
-45.889164,-16.51231,TSNE,coloured_noised_veigar_1_00067,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00067.txt,3
-44.186943,-16.351494,TSNE,coloured_noised_veigar_1_00068,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00068.txt,3
-43.812637,-16.16924,TSNE,coloured_noised_veigar_1_00069,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00069.txt,3
-42.974045,-16.194204,TSNE,coloured_noised_veigar_1_00070,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00070.txt,3
-42.058243,-16.132395,TSNE,coloured_noised_veigar_1_00071,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00071.txt,3
-41.665337,-16.36432,TSNE,coloured_noised_veigar_1_00072,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00072.txt,3
-41.009983,-15.90631,TSNE,coloured_noised_veigar_1_00073,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00073.txt,3
-39.78877,-16.169926,TSNE,coloured_noised_veigar_1_00074,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00074.txt,3
-39.583344,-16.006971,TSNE,coloured_noised_veigar_1_00075,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00075.txt,3
-39.377262,-16.780638,TSNE,coloured_noised_veigar_1_00076,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00076.txt,3
-37.62462,-16.91824,TSNE,coloured_noised_veigar_1_00077,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00077.txt,3
-36.79165,-16.85018,TSNE,coloured_noised_veigar_1_00078,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00078.txt,3
-36.146976,-16.526793,TSNE,coloured_noised_veigar_1_00079,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00079.txt,3
-35.502422,-17.110945,TSNE,coloured_noised_veigar_1_00080,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00080.txt,3
-34.44115,-16.467121,TSNE,coloured_noised_veigar_1_00081,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00081.txt,3
-33.84923,-16.387573,TSNE,coloured_noised_veigar_1_00082,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00082.txt,3
-32.483173,-15.781351,TSNE,coloured_noised_veigar_1_00083,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00083.txt,3
-30.998365,-15.354656,TSNE,coloured_noised_veigar_1_00084,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00084.txt,3
-31.363317,-15.388413,TSNE,coloured_noised_veigar_1_00085,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00085.txt,3
-30.015306,-15.53994,TSNE,coloured_noised_veigar_1_00086,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00086.txt,3
-30.163563,-15.251289,TSNE,coloured_noised_veigar_1_00087,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00087.txt,3
-28.841047,-15.729267,TSNE,coloured_noised_veigar_1_00088,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00088.txt,3
-27.552547,-15.529045,TSNE,coloured_noised_veigar_1_00089,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00089.txt,3
-27.455193,-15.764835,TSNE,coloured_noised_veigar_1_00090,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00090.txt,3
-26.831913,-16.412851,TSNE,coloured_noised_veigar_1_00091,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00091.txt,3
-26.329369,-15.913287,TSNE,coloured_noised_veigar_1_00092,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00092.txt,3
-26.242731,-16.272568,TSNE,coloured_noised_veigar_1_00093,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00093.txt,3
-96.231606,13.311236,TSNE,coloured_noised_veigar_1_00094,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00094.txt,0
-63.44268,30.14535,TSNE,coloured_noised_veigar_1_00095,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00095.txt,0
-63.47241,30.549099,TSNE,coloured_noised_veigar_1_00096,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00096.txt,0
-62.412064,30.405193,TSNE,coloured_noised_veigar_1_00097,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00097.txt,0
-62.7893,29.967964,TSNE,coloured_noised_veigar_1_00098,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00098.txt,0
-61.91657,30.067888,TSNE,coloured_noised_veigar_1_00099,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00099.txt,0
-60.19236,28.351164,TSNE,coloured_noised_veigar_1_00100,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00100.txt,0
-60.039333,29.564255,TSNE,coloured_noised_veigar_1_00101,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00101.txt,0
-59.017677,29.20192,TSNE,coloured_noised_veigar_1_00102,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00102.txt,0
-58.11045,28.81535,TSNE,coloured_noised_veigar_1_00103,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00103.txt,0
-57.588947,28.360521,TSNE,coloured_noised_veigar_1_00104,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00104.txt,0
-57.03912,27.881916,TSNE,coloured_noised_veigar_1_00105,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00105.txt,0
-55.034946,26.22351,TSNE,coloured_noised_veigar_1_00106,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00106.txt,0
-54.443268,25.491835,TSNE,coloured_noised_veigar_1_00107,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00107.txt,0
-53.591534,24.814594,TSNE,coloured_noised_veigar_1_00108,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00108.txt,0
-54.49542,24.990719,TSNE,coloured_noised_veigar_1_00109,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00109.txt,0
-52.41515,22.530327,TSNE,coloured_noised_veigar_1_00110,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00110.txt,0
-52.383003,23.014936,TSNE,coloured_noised_veigar_1_00111,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00111.txt,0
-52.32271,22.027018,TSNE,coloured_noised_veigar_1_00112,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00112.txt,0
-50.482723,20.448416,TSNE,coloured_noised_veigar_1_00113,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00113.txt,0
-50.542057,19.086636,TSNE,coloured_noised_veigar_1_00114,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00114.txt,0
-50.093887,18.991232,TSNE,coloured_noised_veigar_1_00115,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00115.txt,0
-50.037144,17.526236,TSNE,coloured_noised_veigar_1_00116,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00116.txt,0
-48.737415,15.267835,TSNE,coloured_noised_veigar_1_00117,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00117.txt,0
-48.663177,14.959691,TSNE,coloured_noised_veigar_1_00118,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00118.txt,0
-48.27428,13.884942,TSNE,coloured_noised_veigar_1_00119,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00119.txt,0
-47.70228,13.265868,TSNE,coloured_noised_veigar_1_00120,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00120.txt,0
-47.48683,12.387029,TSNE,coloured_noised_veigar_1_00121,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00121.txt,0
-46.20292,10.453159,TSNE,coloured_noised_veigar_1_00122,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00122.txt,0
-46.67596,12.378513,TSNE,coloured_noised_veigar_1_00123,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00123.txt,0
-44.739216,9.179181,TSNE,coloured_noised_veigar_1_00124,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00124.txt,0
-43.426647,8.634974,TSNE,coloured_noised_veigar_1_00125,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00125.txt,0
-42.45283,8.679404,TSNE,coloured_noised_veigar_1_00126,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00126.txt,0
-41.80236,7.637327,TSNE,coloured_noised_veigar_1_00127,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00127.txt,0
-41.79719,7.627893,TSNE,coloured_noised_veigar_1_00128,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00128.txt,0
-40.24912,7.2492833,TSNE,coloured_noised_veigar_1_00129,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00129.txt,0
-37.346676,7.7255206,TSNE,coloured_noised_veigar_1_00130,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00130.txt,0
-36.95396,7.8175273,TSNE,coloured_noised_veigar_1_00131,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00131.txt,0
-36.229412,7.5734444,TSNE,coloured_noised_veigar_1_00132,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00132.txt,0
-35.243046,7.967798,TSNE,coloured_noised_veigar_1_00133,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00133.txt,0
-35.363297,8.404108,TSNE,coloured_noised_veigar_1_00134,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00134.txt,0
-30.52843,12.745254,TSNE,coloured_noised_veigar_1_00135,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00135.txt,0
-30.039722,13.062394,TSNE,coloured_noised_veigar_1_00136,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00136.txt,0
-29.631834,13.496473,TSNE,coloured_noised_veigar_1_00137,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00137.txt,0
-28.712952,14.215465,TSNE,coloured_noised_veigar_1_00138,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00138.txt,0
-26.814354,13.769343,TSNE,coloured_noised_veigar_1_00139,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00139.txt,0
-24.09328,19.179401,TSNE,coloured_noised_veigar_1_00140,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00140.txt,0
-23.098326,20.065565,TSNE,coloured_noised_veigar_1_00141,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00141.txt,0
-22.083458,17.410019,TSNE,coloured_noised_veigar_1_00142,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00142.txt,0
-20.270037,18.865917,TSNE,coloured_noised_veigar_1_00143,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00143.txt,0
-21.112377,18.989552,TSNE,coloured_noised_veigar_1_00144,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00144.txt,0
-19.155743,18.634834,TSNE,coloured_noised_veigar_1_00145,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00145.txt,0
-18.492172,18.632343,TSNE,coloured_noised_veigar_1_00146,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00146.txt,0
-12.048361,30.621216,TSNE,coloured_noised_veigar_1_00147,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00147.txt,0
-11.8839035,30.82973,TSNE,coloured_noised_veigar_1_00148,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00148.txt,0
-12.540428,32.128292,TSNE,coloured_noised_veigar_1_00149,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00149.txt,0
-11.051757,34.78883,TSNE,coloured_noised_veigar_1_00150,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00150.txt,0
-12.432793,33.138615,TSNE,coloured_noised_veigar_1_00151,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00151.txt,0
-10.653637,35.356667,TSNE,coloured_noised_veigar_1_00152,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00152.txt,0
-12.536905,36.239323,TSNE,coloured_noised_veigar_1_00153,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00153.txt,0
-12.186908,35.647984,TSNE,coloured_noised_veigar_1_00154,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00154.txt,0
-9.263175,37.321247,TSNE,coloured_noised_veigar_1_00155,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00155.txt,0
-12.86985,35.605022,TSNE,coloured_noised_veigar_1_00156,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00156.txt,0
-13.146204,35.490944,TSNE,coloured_noised_veigar_1_00157,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00157.txt,0
-13.23773,36.427715,TSNE,coloured_noised_veigar_1_00158,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00158.txt,0
-12.757535,35.32061,TSNE,coloured_noised_veigar_1_00159,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00159.txt,0
-8.805826,38.53045,TSNE,coloured_noised_veigar_1_00160,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00160.txt,0
-9.317983,39.690586,TSNE,coloured_noised_veigar_1_00161,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00161.txt,0
-9.034624,39.892147,TSNE,coloured_noised_veigar_1_00162,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00162.txt,0
-7.0655656,43.39985,TSNE,coloured_noised_veigar_1_00163,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00163.txt,0
-7.2494936,43.767014,TSNE,coloured_noised_veigar_1_00164,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00164.txt,0
-6.557672,44.53829,TSNE,coloured_noised_veigar_1_00165,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00165.txt,0
-6.517514,45.28204,TSNE,coloured_noised_veigar_1_00166,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00166.txt,0
-4.4427724,48.76528,TSNE,coloured_noised_veigar_1_00167,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00167.txt,0
-3.8050108,49.846123,TSNE,coloured_noised_veigar_1_00168,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00168.txt,0
-2.6402428,50.114166,TSNE,coloured_noised_veigar_1_00169,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00169.txt,0
0.54734606,52.68418,TSNE,coloured_noised_veigar_1_00170,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00170.txt,0
0.57305866,54.43809,TSNE,coloured_noised_veigar_1_00171,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00171.txt,0
1.3422887,54.958195,TSNE,coloured_noised_veigar_1_00172,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00172.txt,0
1.4306632,56.817093,TSNE,coloured_noised_veigar_1_00173,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00173.txt,0
1.1987562,58.053978,TSNE,coloured_noised_veigar_1_00174,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00174.txt,0
2.4391127,59.743504,TSNE,coloured_noised_veigar_1_00175,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00175.txt,0
2.1888773,62.23896,TSNE,coloured_noised_veigar_1_00176,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00176.txt,0
2.9190319,63.79927,TSNE,coloured_noised_veigar_1_00177,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00177.txt,0
2.9357872,66.702614,TSNE,coloured_noised_veigar_1_00178,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00178.txt,0
3.085596,69.05934,TSNE,coloured_noised_veigar_1_00179,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00179.txt,0
3.2240937,69.06082,TSNE,coloured_noised_veigar_1_00180,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00180.txt,0
2.8794358,70.71601,TSNE,coloured_noised_veigar_1_00181,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00181.txt,0
3.6279922,70.28007,TSNE,coloured_noised_veigar_1_00182,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00182.txt,0
10.706021,76.17017,TSNE,coloured_noised_veigar_1_00183,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00183.txt,0
11.502304,76.64407,TSNE,coloured_noised_veigar_1_00184,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00184.txt,0
11.877514,77.78016,TSNE,coloured_noised_veigar_1_00185,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00185.txt,0
12.811661,78.64692,TSNE,coloured_noised_veigar_1_00186,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00186.txt,0
15.6454315,79.55653,TSNE,coloured_noised_veigar_1_00187,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00187.txt,0
17.648932,79.156876,TSNE,coloured_noised_veigar_1_00188,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00188.txt,0
22.298147,82.358536,TSNE,coloured_noised_veigar_1_00189,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00189.txt,0
22.1989,82.92445,TSNE,coloured_noised_veigar_1_00190,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00190.txt,0
22.98847,82.85821,TSNE,coloured_noised_veigar_1_00191,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00191.txt,0
26.549557,82.54806,TSNE,coloured_noised_veigar_1_00192,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00192.txt,0
26.936384,82.54286,TSNE,coloured_noised_veigar_1_00193,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00193.txt,0
31.137209,80.25989,TSNE,coloured_noised_veigar_1_00194,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00194.txt,0
31.594618,80.147385,TSNE,coloured_noised_veigar_1_00195,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00195.txt,0
34.345024,78.03497,TSNE,coloured_noised_veigar_1_00196,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00196.txt,0
35.810234,78.64696,TSNE,coloured_noised_veigar_1_00197,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00197.txt,0
35.185673,78.45221,TSNE,coloured_noised_veigar_1_00198,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00198.txt,0
38.489536,73.59416,TSNE,coloured_noised_veigar_1_00199,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00199.txt,0
39.212704,74.30458,TSNE,coloured_noised_veigar_1_00200,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00200.txt,0
38.112488,72.427895,TSNE,coloured_noised_veigar_1_00201,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00201.txt,0
39.396324,71.06586,TSNE,coloured_noised_veigar_1_00202,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00202.txt,0
41.30511,68.83678,TSNE,coloured_noised_veigar_1_00203,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00203.txt,0
40.711372,66.90882,TSNE,coloured_noised_veigar_1_00204,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00204.txt,0
40.459877,64.32463,TSNE,coloured_noised_veigar_1_00205,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00205.txt,0
39.454956,63.414722,TSNE,coloured_noised_veigar_1_00206,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00206.txt,0
42.826214,62.3128,TSNE,coloured_noised_veigar_1_00207,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00207.txt,0
41.790615,61.381393,TSNE,coloured_noised_veigar_1_00208,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00208.txt,0
36.68368,52.506096,TSNE,coloured_noised_veigar_1_00209,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00209.txt,0
35.438065,53.33412,TSNE,coloured_noised_veigar_1_00210,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00210.txt,0
34.667336,53.003998,TSNE,coloured_noised_veigar_1_00211,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00211.txt,0
32.652126,53.10989,TSNE,coloured_noised_veigar_1_00212,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00212.txt,0
28.795868,48.248726,TSNE,coloured_noised_veigar_1_00213,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00213.txt,0
29.452034,48.6161,TSNE,coloured_noised_veigar_1_00214,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00214.txt,0
28.262238,46.967663,TSNE,coloured_noised_veigar_1_00215,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00215.txt,0
28.469967,43.3718,TSNE,coloured_noised_veigar_1_00216,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00216.txt,0
26.162962,38.768433,TSNE,coloured_noised_veigar_1_00217,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00217.txt,0
30.144674,34.81352,TSNE,coloured_noised_veigar_1_00218,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00218.txt,0
35.388565,25.30887,TSNE,coloured_noised_veigar_1_00219,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00219.txt,0
35.41093,22.15088,TSNE,coloured_noised_veigar_1_00220,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00220.txt,0
31.530802,9.056324,TSNE,coloured_noised_veigar_1_00221,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00221.txt,0
29.150928,7.4013047,TSNE,coloured_noised_veigar_1_00222,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00222.txt,0
27.832401,6.6125956,TSNE,coloured_noised_veigar_1_00223,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00223.txt,0
16.24488,2.8361042,TSNE,coloured_noised_veigar_1_00224,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00224.txt,0
18.094542,4.741959,TSNE,coloured_noised_veigar_1_00225,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00225.txt,0
18.094599,4.742014,TSNE,coloured_noised_veigar_1_00226,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00226.txt,0
19.254099,4.469053,TSNE,coloured_noised_veigar_1_00227,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00227.txt,0
18.259079,4.9615374,TSNE,coloured_noised_veigar_1_00228,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00228.txt,0
33.226738,4.6820264,TSNE,coloured_noised_veigar_1_00229,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00229.txt,0
63.026726,12.921891,TSNE,coloured_noised_veigar_1_00230,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00230.txt,0
35.48695,24.299349,TSNE,coloured_noised_veigar_1_00231,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00231.txt,0
49.693256,27.61112,TSNE,coloured_noised_veigar_1_00232,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00232.txt,0
35.192326,25.848207,TSNE,coloured_noised_veigar_1_00233,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00233.txt,0
41.216187,34.080246,TSNE,coloured_noised_veigar_1_00234,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00234.txt,0
31.050768,34.365334,TSNE,coloured_noised_veigar_1_00235,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00235.txt,0
29.86229,37.616184,TSNE,coloured_noised_veigar_1_00236,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00236.txt,0
29.812422,43.2192,TSNE,coloured_noised_veigar_1_00237,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00237.txt,0
28.213972,53.077827,TSNE,coloured_noised_veigar_1_00238,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00238.txt,0
29.279596,54.02421,TSNE,coloured_noised_veigar_1_00239,360,360,..\mid_dataset\labels\coloured_noised_veigar_1_00239.txt,0
-19.330761,84.46259,TSNE,coloured_noised_vladimir_1_00000,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00000.txt,1
-20.324701,84.19227,TSNE,coloured_noised_vladimir_1_00001,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00001.txt,1
-19.859882,84.35324,TSNE,coloured_noised_vladimir_1_00002,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00002.txt,1
-22.094984,83.61733,TSNE,coloured_noised_vladimir_1_00003,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00003.txt,1
-22.86908,83.36219,TSNE,coloured_noised_vladimir_1_00004,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00004.txt,1
-23.683197,83.10242,TSNE,coloured_noised_vladimir_1_00005,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00005.txt,1
-24.527552,82.86028,TSNE,coloured_noised_vladimir_1_00006,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00006.txt,1
-26.555805,82.38011,TSNE,coloured_noised_vladimir_1_00007,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00007.txt,1
-27.252232,82.42137,TSNE,coloured_noised_vladimir_1_00008,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00008.txt,1
-27.549335,82.44407,TSNE,coloured_noised_vladimir_1_00009,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00009.txt,1
-28.345346,82.67122,TSNE,coloured_noised_vladimir_1_00010,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00010.txt,1
-28.792553,83.06597,TSNE,coloured_noised_vladimir_1_00011,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00011.txt,1
-30.445488,84.17655,TSNE,coloured_noised_vladimir_1_00012,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00012.txt,1
-30.746878,84.62287,TSNE,coloured_noised_vladimir_1_00013,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00013.txt,1
-30.781961,85.018265,TSNE,coloured_noised_vladimir_1_00014,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00014.txt,1
-88.88747,0.1514194,TSNE,coloured_noised_vladimir_1_00015,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00015.txt,3
-88.66379,-0.53320223,TSNE,coloured_noised_vladimir_1_00016,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00016.txt,3
-87.76165,-1.6670198,TSNE,coloured_noised_vladimir_1_00017,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00017.txt,3
-86.971306,-2.6772542,TSNE,coloured_noised_vladimir_1_00018,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00018.txt,3
-86.20685,-3.2766237,TSNE,coloured_noised_vladimir_1_00019,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00019.txt,3
-84.37509,-4.8360553,TSNE,coloured_noised_vladimir_1_00020,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00020.txt,3
-83.70498,-5.5473485,TSNE,coloured_noised_vladimir_1_00021,360,360,..\mid_dataset\labels\coloured_noised_vladimir_1_00021.txt,3
